customer_id,snapshot_date,plan_type,months_subscribed,monthly_fee,churn_probability,risk_tier,suggested_action
3841-NFECX,2024-11-21,biennial,71,96.35,0.154,low,No action — keep monitoring
1699-UOTXU,2024-11-14,biennial,60,61.4,0.1534,low,No action — keep monitoring
4086-ATNFV,2024-11-28,annual,34,60.8,0.1517,low,No action — keep monitoring
4016-BJKTZ,2024-11-24,biennial,25,108.9,0.1515,low,No action — keep monitoring
1345-GKDZZ,2024-11-11,monthly,6,19.55,0.151,low,No action — keep monitoring
2272-JKMSI,2024-12-21,annual,62,110.8,0.1509,low,No action — keep monitoring
8410-BGQXN,2024-12-23,monthly,4,19.4,0.1495,low,No action — keep monitoring
4526-ZJJTM,2024-12-16,monthly,25,88.4,0.149,low,No action — keep monitoring
9029-FEGVJ,2024-11-28,monthly,32,79.3,0.1482,low,No action — keep monitoring
1038-RQOST,2024-11-20,monthly,19,20.6,0.1482,low,No action — keep monitoring
9129-UXERG,2024-11-28,monthly,18,103.6,0.1459,low,No action — keep monitoring
8099-MZPUJ,2024-12-13,biennial,48,111.8,0.1452,low,No action — keep monitoring
8652-YHIYU,2024-12-27,annual,16,79.5,0.1449,low,No action — keep monitoring
5478-JJVZK,2024-11-16,monthly,33,60.9,0.1441,low,No action — keep monitoring
9184-GALIL,2024-12-29,monthly,38,20.45,0.144,low,No action — keep monitoring
1658-XUHBX,2024-12-30,monthly,59,88.75,0.1437,low,No action — keep monitoring
5019-GQVCR,2024-11-23,monthly,43,84.85,0.1437,low,No action — keep monitoring
4238-HFHSN,2024-11-05,monthly,61,82.15,0.1436,low,No action — keep monitoring
6897-UUBNU,2024-11-16,monthly,29,89.65,0.1435,low,No action — keep monitoring
9644-KVCNC,2024-12-15,annual,66,92.15,0.1434,low,No action — keep monitoring
4054-CUMIA,2024-11-26,monthly,18,20.25,0.143,low,No action — keep monitoring
9633-DENPU,2024-12-12,monthly,47,58.6,0.1429,low,No action — keep monitoring
9330-DHBFL,2024-12-06,annual,23,66.25,0.142,low,No action — keep monitoring
0426-TIRNE,2024-12-06,monthly,1,20.9,0.1416,low,No action — keep monitoring
9139-TWBAS,2024-11-22,annual,26,47.85,0.1416,low,No action — keep monitoring
4283-IVYCI,2024-12-05,monthly,9,64.95,0.1414,low,No action — keep monitoring
6859-RKMZJ,2024-11-17,monthly,11,55.05,0.1413,low,No action — keep monitoring
4097-YODCF,2024-11-19,annual,34,103.8,0.1409,low,No action — keep monitoring
4199-QHJNM,2024-12-29,biennial,67,102.9,0.1402,low,No action — keep monitoring
5271-DBYSJ,2024-12-28,monthly,11,79.15,0.1389,low,No action — keep monitoring
2359-KLTEK,2024-11-18,monthly,41,94.9,0.138,low,No action — keep monitoring
1336-EZFZY,2024-11-14,monthly,4,20.05,0.1373,low,No action — keep monitoring
7128-GGCNO,2024-12-04,monthly,46,72.8,0.1373,low,No action — keep monitoring
7504-UWHNB,2024-12-20,monthly,25,69.75,0.1372,low,No action — keep monitoring
5985-TBABQ,2024-12-05,annual,32,74.75,0.1371,low,No action — keep monitoring
4138-NAXED,2024-12-11,monthly,51,81.0,0.1371,low,No action — keep monitoring
5753-QQWPW,2024-11-21,annual,28,59.9,0.1353,low,No action — keep monitoring
8224-IVVPA,2024-11-18,monthly,27,56.7,0.1344,low,No action — keep monitoring
2410-CIYFZ,2024-11-13,monthly,2,20.4,0.1342,low,No action — keep monitoring
2070-XYMFH,2024-11-13,monthly,23,79.35,0.1327,low,No action — keep monitoring
4700-UBQMV,2024-11-09,annual,21,75.9,0.1324,low,No action — keep monitoring
1518-OMDIK,2024-12-03,monthly,33,44.55,0.1322,low,No action — keep monitoring
9770-LXDBK,2024-11-29,monthly,3,20.4,0.1318,low,No action — keep monitoring
9127-FHJBZ,2024-12-21,biennial,72,114.0,0.1304,low,No action — keep monitoring
8350-NYMVI,2024-12-30,monthly,39,41.1,0.1287,low,No action — keep monitoring
2680-XKKNJ,2024-11-14,annual,8,58.2,0.1277,low,No action — keep monitoring
6917-IAYHD,2024-12-24,monthly,1,33.6,0.1269,low,No action — keep monitoring
1956-YIFGE,2024-11-24,annual,22,100.05,0.1268,low,No action — keep monitoring
0496-AHOOK,2024-12-28,annual,24,74.4,0.1261,low,No action — keep monitoring
5321-NTRKC,2024-11-05,biennial,66,79.85,0.1259,low,No action — keep monitoring
4801-KFYKL,2024-12-05,monthly,8,19.45,0.1235,low,No action — keep monitoring
7471-MQPOS,2024-11-16,annual,71,72.9,0.1235,low,No action — keep monitoring
1697-BCSHV,2024-12-14,monthly,58,66.8,0.1232,low,No action — keep monitoring
6728-WYQBC,2024-11-29,monthly,1,20.95,0.123,low,No action — keep monitoring
6732-FZUGP,2024-12-13,annual,47,94.9,0.1224,low,No action — keep monitoring
2985-JUUBZ,2024-12-24,monthly,40,74.55,0.1215,low,No action — keep monitoring
9054-FOWNV,2024-12-19,monthly,22,88.75,0.1213,low,No action — keep monitoring
7850-VWJUU,2024-11-18,monthly,23,75.0,0.1212,low,No action — keep monitoring
1171-TYKUR,2024-11-19,monthly,47,25.4,0.1199,low,No action — keep monitoring
8680-CGLTP,2024-11-05,annual,29,58.75,0.1192,low,No action — keep monitoring
2305-MRGLV,2024-11-21,monthly,28,76.55,0.1171,low,No action — keep monitoring
5081-NWSUP,2024-11-10,annual,10,64.9,0.1168,low,No action — keep monitoring
5161-XEUVX,2024-12-30,biennial,37,94.3,0.1167,low,No action — keep monitoring
6988-CJEYV,2024-12-08,monthly,49,98.7,0.1163,low,No action — keep monitoring
3470-BTGQO,2024-12-16,monthly,21,45.65,0.1157,low,No action — keep monitoring
8123-QBNAZ,2024-12-27,monthly,36,104.5,0.1141,low,No action — keep monitoring
2720-FVBQP,2024-11-12,monthly,6,48.95,0.1138,low,No action — keep monitoring
0270-THENM,2024-11-11,biennial,72,69.85,0.1128,low,No action — keep monitoring
6891-JPYFF,2024-12-15,monthly,48,105.25,0.1127,low,No action — keep monitoring
2400-FEQME,2024-12-15,biennial,55,20.5,0.1126,low,No action — keep monitoring
0014-BMAQU,2024-12-06,biennial,63,84.65,0.1125,low,No action — keep monitoring
3705-RHRFR,2024-11-30,biennial,69,99.15,0.1123,low,No action — keep monitoring
0489-WMEMG,2024-12-20,annual,23,49.45,0.112,low,No action — keep monitoring
2307-FYNNL,2024-12-19,biennial,65,109.05,0.1105,low,No action — keep monitoring
1840-BIUOG,2024-11-26,annual,20,68.7,0.1105,low,No action — keep monitoring
7542-CYDDM,2024-11-19,monthly,18,20.05,0.1103,low,No action — keep monitoring
1004-NOZNR,2024-12-10,annual,56,94.8,0.1101,low,No action — keep monitoring
8421-WZOOW,2024-11-22,monthly,57,95.3,0.1095,low,No action — keep monitoring
8714-EUHJO,2024-12-26,monthly,31,91.15,0.1082,low,No action — keep monitoring
2233-FAGXV,2024-12-13,monthly,5,24.3,0.108,low,No action — keep monitoring
7470-DYNOE,2024-12-30,annual,53,61.1,0.1079,low,No action — keep monitoring
2651-ZCBXV,2024-11-07,biennial,54,108.0,0.1079,low,No action — keep monitoring
6067-NGCEU,2024-11-15,monthly,65,111.05,0.1078,low,No action — keep monitoring
4724-WXVWF,2024-11-21,monthly,48,95.4,0.106,low,No action — keep monitoring
8947-YRTDV,2024-11-17,annual,32,94.8,0.1057,low,No action — keep monitoring
6959-GQEGV,2024-12-16,monthly,45,75.95,0.1057,low,No action — keep monitoring
1552-CZCLL,2024-11-20,monthly,55,20.0,0.1056,low,No action — keep monitoring
5199-FPUSP,2024-12-25,annual,33,34.05,0.1053,low,No action — keep monitoring
8550-XSXUQ,2024-12-06,annual,48,70.55,0.1052,low,No action — keep monitoring
7707-PYBBH,2024-11-18,monthly,40,61.9,0.1046,low,No action — keep monitoring
2393-DIVAI,2024-11-07,monthly,3,20.0,0.1043,low,No action — keep monitoring
6261-LHRTG,2024-12-01,monthly,26,54.75,0.104,low,No action — keep monitoring
1833-TCXKK,2024-11-25,monthly,45,107.75,0.1037,low,No action — keep monitoring
5127-BZENZ,2024-11-25,annual,56,65.2,0.1032,low,No action — keep monitoring
0595-ITUDF,2024-12-01,monthly,64,91.8,0.1031,low,No action — keep monitoring
9385-EHGDO,2024-12-20,biennial,35,19.85,0.1028,low,No action — keep monitoring
9327-QSDED,2024-12-27,monthly,8,43.55,0.1027,low,No action — keep monitoring
1091-SOZGA,2024-12-10,annual,56,99.8,0.1024,low,No action — keep monitoring
5195-KPUNQ,2024-12-14,annual,53,96.75,0.1023,low,No action — keep monitoring
7878-RTCZG,2024-11-22,monthly,1,19.9,0.1011,low,No action — keep monitoring
1996-DBMUS,2024-11-17,monthly,48,70.65,0.1005,low,No action — keep monitoring
4010-YLMVT,2024-11-17,monthly,56,106.6,0.1002,low,No action — keep monitoring
9518-IMLHK,2024-12-17,monthly,31,72.45,0.1001,low,No action — keep monitoring
5697-GOMBF,2024-12-16,monthly,28,35.9,0.099,low,No action — keep monitoring
6797-UCJHZ,2024-11-25,annual,66,104.6,0.0989,low,No action — keep monitoring
1452-XRSJV,2024-11-12,monthly,39,51.05,0.0986,low,No action — keep monitoring
3662-FXJFO,2024-12-01,biennial,54,20.5,0.098,low,No action — keep monitoring
1370-GGAWX,2024-12-04,annual,46,94.15,0.0962,low,No action — keep monitoring
6439-PKTRR,2024-12-27,biennial,70,80.7,0.0961,low,No action — keep monitoring
5285-MVEHD,2024-12-05,annual,56,105.6,0.096,low,No action — keep monitoring
6705-LNMDD,2024-11-21,monthly,20,50.0,0.0957,low,No action — keep monitoring
1169-SAOCL,2024-11-05,annual,49,106.65,0.0953,low,No action — keep monitoring
7407-SUJIZ,2024-12-01,monthly,25,20.6,0.094,low,No action — keep monitoring
8591-NXRCV,2024-12-28,monthly,41,74.65,0.093,low,No action — keep monitoring
4981-FLTMF,2024-11-14,monthly,57,65.2,0.0924,low,No action — keep monitoring
6904-JLBGY,2024-11-11,biennial,72,117.35,0.0911,low,No action — keep monitoring
4316-XCSLJ,2024-11-21,monthly,17,50.3,0.0896,low,No action — keep monitoring
7310-EGVHZ,2024-12-16,monthly,1,20.2,0.088,low,No action — keep monitoring
4257-GAESD,2024-12-01,monthly,6,45.0,0.0876,low,No action — keep monitoring
2931-XIQBR,2024-11-13,annual,50,103.05,0.087,low,No action — keep monitoring
4397-FRLTA,2024-12-09,monthly,4,20.15,0.0854,low,No action — keep monitoring
5149-TGWDZ,2024-11-08,annual,21,104.55,0.0854,low,No action — keep monitoring
8152-UOBNY,2024-12-18,annual,50,106.8,0.0854,low,No action — keep monitoring
1104-FEJAM,2024-11-13,monthly,28,64.4,0.0848,low,No action — keep monitoring
2446-ZKVAF,2024-12-16,monthly,18,56.8,0.084,low,No action — keep monitoring
8464-EETCQ,2024-12-21,biennial,57,18.8,0.0829,low,No action — keep monitoring
1698-XFZCI,2024-12-23,annual,61,107.75,0.0829,low,No action — keep monitoring
4182-BGSIQ,2024-12-08,monthly,10,19.8,0.0828,low,No action — keep monitoring
5214-NLTIT,2024-12-02,biennial,72,90.8,0.0825,low,No action — keep monitoring
4132-POCZS,2024-11-15,monthly,52,39.9,0.0824,low,No action — keep monitoring
5624-RYAMH,2024-12-28,monthly,9,19.5,0.0823,low,No action — keep monitoring
5146-CBVOE,2024-11-18,monthly,16,75.1,0.0822,low,No action — keep monitoring
3129-AAQOU,2024-12-21,biennial,19,25.6,0.0813,low,No action — keep monitoring
9681-KYGYB,2024-12-22,monthly,49,88.2,0.0807,low,No action — keep monitoring
3055-MJDSB,2024-11-21,monthly,9,24.6,0.0807,low,No action — keep monitoring
9308-ANMVE,2024-11-08,monthly,47,55.3,0.0806,low,No action — keep monitoring
9028-LIHRP,2024-11-23,biennial,71,100.2,0.0805,low,No action — keep monitoring
8627-ZYGSZ,2024-12-07,annual,47,78.9,0.0805,low,No action — keep monitoring
2692-BUCFV,2024-11-09,monthly,29,101.45,0.08,low,No action — keep monitoring
9053-EJUNL,2024-12-09,monthly,41,89.2,0.0798,low,No action — keep monitoring
5343-SGUBI,2024-12-19,annual,52,80.2,0.0797,low,No action — keep monitoring
0701-RFGFI,2024-12-01,monthly,49,95.4,0.0792,low,No action — keep monitoring
9067-YGSCA,2024-11-13,annual,70,26.05,0.0792,low,No action — keep monitoring
3785-NRHYR,2024-11-10,monthly,1,19.65,0.0791,low,No action — keep monitoring
7706-DZNKK,2024-12-27,monthly,11,20.45,0.0789,low,No action — keep monitoring
0956-ACVZC,2024-11-28,annual,54,94.1,0.0788,low,No action — keep monitoring
1984-GPTEH,2024-11-11,monthly,29,25.15,0.0787,low,No action — keep monitoring
3472-OAOOR,2024-12-29,monthly,19,34.95,0.0782,low,No action — keep monitoring
3508-CFVZL,2024-12-26,biennial,71,111.3,0.0775,low,No action — keep monitoring
5448-VWNAM,2024-12-25,monthly,19,75.9,0.0775,low,No action — keep monitoring
3926-YZVVX,2024-12-10,annual,41,50.05,0.077,low,No action — keep monitoring
3583-KRKMD,2024-11-25,monthly,18,75.9,0.0767,low,No action — keep monitoring
6048-UWKAL,2024-12-21,biennial,69,105.4,0.0764,low,No action — keep monitoring
6890-PFRQX,2024-12-13,monthly,18,69.5,0.0764,low,No action — keep monitoring
0078-XZMHT,2024-11-12,biennial,72,85.15,0.0762,low,No action — keep monitoring
6035-BXTTY,2024-12-20,monthly,32,54.65,0.076,low,No action — keep monitoring
0975-UYDTX,2024-12-19,annual,26,90.1,0.0759,low,No action — keep monitoring
3645-DEYGF,2024-12-25,monthly,1,20.75,0.0756,low,No action — keep monitoring
6972-SNKKW,2024-12-23,monthly,6,20.0,0.0752,low,No action — keep monitoring
1229-RCALF,2024-12-12,annual,64,115.0,0.0752,low,No action — keep monitoring
5155-AZQPB,2024-11-18,monthly,28,49.9,0.0748,low,No action — keep monitoring
7036-TYDEC,2024-12-06,biennial,69,104.0,0.0742,low,No action — keep monitoring
3340-QBBFM,2024-11-08,annual,36,54.1,0.0741,low,No action — keep monitoring
9168-INPSZ,2024-12-21,monthly,44,104.15,0.0732,low,No action — keep monitoring
6212-ATMLK,2024-11-24,monthly,50,95.7,0.0724,low,No action — keep monitoring
9742-XOKTS,2024-11-17,annual,67,89.55,0.072,low,No action — keep monitoring
8755-IWJHN,2024-12-25,monthly,69,95.35,0.0719,low,No action — keep monitoring
5918-VUKWP,2024-12-06,annual,32,20.55,0.0711,low,No action — keep monitoring
8695-ARGXZ,2024-11-23,monthly,34,75.55,0.0703,low,No action — keep monitoring
2075-RMJIK,2024-12-16,monthly,5,49.4,0.0698,low,No action — keep monitoring
2750-BJLSB,2024-12-08,annual,47,103.7,0.0693,low,No action — keep monitoring
8851-RAGOV,2024-11-21,monthly,25,71.05,0.0692,low,No action — keep monitoring
4692-NNQRU,2024-11-16,annual,21,79.2,0.0679,low,No action — keep monitoring
8952-WCVCD,2024-12-05,annual,41,104.45,0.0677,low,No action — keep monitoring
6339-DKLMK,2024-11-23,monthly,13,31.65,0.0676,low,No action — keep monitoring
5125-CNDSP,2024-11-19,annual,63,40.6,0.0676,low,No action — keep monitoring
5844-QVTAT,2024-11-10,annual,33,58.45,0.0674,low,No action — keep monitoring
0479-HMSWA,2024-11-05,biennial,26,105.45,0.0673,low,No action — keep monitoring
0661-WCQNQ,2024-12-02,annual,22,56.25,0.067,low,No action — keep monitoring
4942-VZZOM,2024-11-05,annual,64,66.15,0.0669,low,No action — keep monitoring
1397-XKKWR,2024-12-05,annual,7,35.3,0.0668,low,No action — keep monitoring
2931-VUVJN,2024-12-06,annual,59,94.05,0.0667,low,No action — keep monitoring
4759-PXTAN,2024-11-19,annual,59,80.1,0.0665,low,No action — keep monitoring
1552-TKMXS,2024-12-01,monthly,42,20.35,0.0664,low,No action — keep monitoring
5269-NRGDP,2024-11-26,annual,42,73.15,0.0656,low,No action — keep monitoring
7297-DVYGA,2024-12-24,annual,51,19.85,0.0652,low,No action — keep monitoring
7868-TMWMZ,2024-11-30,biennial,60,110.0,0.064,low,No action — keep monitoring
3137-NYQQI,2024-12-10,annual,17,64.8,0.064,low,No action — keep monitoring
8792-AOROI,2024-12-25,biennial,8,65.5,0.0633,low,No action — keep monitoring
9881-VCZEP,2024-12-14,monthly,25,54.1,0.0629,low,No action — keep monitoring
2272-WUSPA,2024-11-18,biennial,72,110.75,0.0628,low,No action — keep monitoring
3584-WKTTW,2024-12-01,annual,51,111.55,0.0622,low,No action — keep monitoring
9691-HKOVS,2024-12-04,annual,55,90.15,0.0621,low,No action — keep monitoring
5093-FEGLU,2024-11-05,biennial,47,19.65,0.062,low,No action — keep monitoring
6999-CHVCF,2024-12-21,biennial,68,102.1,0.062,low,No action — keep monitoring
6718-BDGHG,2024-12-29,annual,43,64.85,0.0619,low,No action — keep monitoring
3128-YOVTD,2024-12-07,monthly,51,79.15,0.0617,low,No action — keep monitoring
4304-XUMGI,2024-12-05,biennial,50,75.15,0.061,low,No action — keep monitoring
0023-UYUPN,2024-11-26,annual,50,25.2,0.0609,low,No action — keep monitoring
2908-ZTPNF,2024-11-11,monthly,36,34.85,0.0608,low,No action — keep monitoring
2623-DRYAM,2024-12-15,annual,70,101.75,0.0601,low,No action — keep monitoring
9233-PSYHO,2024-11-19,annual,45,100.15,0.0599,low,No action — keep monitoring
0098-BOWSO,2024-12-27,monthly,27,19.4,0.0596,low,No action — keep monitoring
6024-RUGGH,2024-12-18,biennial,72,25.2,0.0595,low,No action — keep monitoring
1179-INLAT,2024-11-22,annual,3,19.45,0.0593,low,No action — keep monitoring
8189-HBVRW,2024-11-24,monthly,53,90.8,0.0592,low,No action — keep monitoring
4660-IRIBM,2024-11-18,monthly,18,87.9,0.0591,low,No action — keep monitoring
5268-DSMNQ,2024-12-13,annual,62,97.95,0.0587,low,No action — keep monitoring
1153-GNOLC,2024-11-16,annual,33,39.1,0.0582,low,No action — keep monitoring
0056-EPFBG,2024-11-17,biennial,20,39.4,0.0581,low,No action — keep monitoring
7674-YTAFD,2024-12-06,annual,33,79.95,0.0579,low,No action — keep monitoring
5339-TJFEK,2024-12-12,monthly,62,105.5,0.0577,low,No action — keep monitoring
9938-ZREHM,2024-11-18,annual,37,72.1,0.0572,low,No action — keep monitoring
2190-BCXEC,2024-11-22,monthly,40,78.85,0.057,low,No action — keep monitoring
7398-LXGYX,2024-12-23,monthly,44,84.8,0.0569,low,No action — keep monitoring
8819-IMISP,2024-11-24,monthly,31,80.45,0.0561,low,No action — keep monitoring
6478-HRRCZ,2024-11-21,annual,32,70.5,0.0559,low,No action — keep monitoring
5996-NRVXR,2024-11-15,annual,40,98.15,0.0557,low,No action — keep monitoring
7824-PANSQ,2024-12-22,monthly,58,80.65,0.0556,low,No action — keep monitoring
8311-UEUAB,2024-12-06,biennial,67,75.5,0.0555,low,No action — keep monitoring
2790-XUYMV,2024-11-20,annual,71,85.45,0.0554,low,No action — keep monitoring
0330-BGYZE,2024-11-06,annual,60,102.5,0.0554,low,No action — keep monitoring
8915-NNTRC,2024-11-05,biennial,72,107.7,0.0553,low,No action — keep monitoring
5056-FIMPT,2024-12-24,annual,43,106.0,0.055,low,No action — keep monitoring
4544-RXFMG,2024-11-25,annual,8,43.45,0.0546,low,No action — keep monitoring
4872-JCVCA,2024-11-22,biennial,71,47.6,0.0543,low,No action — keep monitoring
6013-BHCAW,2024-11-07,biennial,61,81.0,0.0541,low,No action — keep monitoring
6598-KELSS,2024-12-18,annual,50,43.05,0.054,low,No action — keep monitoring
4726-DLWQN,2024-12-02,monthly,50,70.35,0.0535,low,No action — keep monitoring
2277-DJJDL,2024-11-22,monthly,60,99.0,0.0533,low,No action — keep monitoring
0907-HQNTS,2024-11-16,biennial,70,113.0,0.0524,low,No action — keep monitoring
0953-LGOVU,2024-12-11,monthly,12,35.5,0.052,low,No action — keep monitoring
8849-AYPTR,2024-12-01,monthly,33,91.25,0.0518,low,No action — keep monitoring
9432-RUVSL,2024-12-03,biennial,48,102.5,0.0511,low,No action — keep monitoring
7169-YWAMK,2024-11-18,biennial,72,68.4,0.051,low,No action — keep monitoring
0233-FTHAV,2024-12-05,annual,60,79.2,0.0509,low,No action — keep monitoring
0042-JVWOJ,2024-12-01,annual,26,19.6,0.0507,low,No action — keep monitoring
9955-QOPOY,2024-12-23,annual,69,60.8,0.0503,low,No action — keep monitoring
1710-RCXUS,2024-11-08,annual,51,90.35,0.0502,low,No action — keep monitoring
6543-JXSOO,2024-12-14,annual,23,57.75,0.0499,low,No action — keep monitoring
9220-ZNKJI,2024-11-24,biennial,55,88.8,0.0497,low,No action — keep monitoring
2085-BOJKI,2024-11-27,annual,17,96.65,0.0493,low,No action — keep monitoring
5846-QFDFI,2024-11-25,monthly,33,88.6,0.0487,low,No action — keep monitoring
4134-BSXLX,2024-12-24,monthly,28,60.9,0.0485,low,No action — keep monitoring
6745-JEFZB,2024-11-23,monthly,35,91.5,0.0483,low,No action — keep monitoring
2495-TTHBQ,2024-12-13,annual,4,20.4,0.0483,low,No action — keep monitoring
6124-ACRHJ,2024-12-03,monthly,1,19.75,0.0483,low,No action — keep monitoring
5310-NOOVA,2024-12-23,biennial,46,19.95,0.048,low,No action — keep monitoring
3714-NTNFO,2024-12-01,monthly,49,84.5,0.0479,low,No action — keep monitoring
0412-UCCNP,2024-12-20,biennial,55,59.2,0.0473,low,No action — keep monitoring
4403-BWPAY,2024-12-25,annual,14,24.8,0.0473,low,No action — keep monitoring
0484-JPBRU,2024-11-07,monthly,41,25.25,0.047,low,No action — keep monitoring
9350-ZXYJC,2024-12-10,biennial,4,25.3,0.0467,low,No action — keep monitoring
8780-YRMTT,2024-11-08,biennial,66,47.4,0.0464,low,No action — keep monitoring
0347-UBKUZ,2024-11-08,monthly,15,19.9,0.0454,low,No action — keep monitoring
2907-ILJBN,2024-11-30,annual,11,20.6,0.0453,low,No action — keep monitoring
5982-FPVQN,2024-11-05,monthly,37,95.15,0.0451,low,No action — keep monitoring
3154-CFSZG,2024-12-19,monthly,47,90.05,0.045,low,No action — keep monitoring
6574-MCOEH,2024-12-02,annual,33,79.15,0.0442,low,No action — keep monitoring
3503-TYDAY,2024-11-29,monthly,43,80.45,0.0437,low,No action — keep monitoring
7647-GYYKX,2024-11-11,biennial,54,20.35,0.0434,low,No action — keep monitoring
6609-MXJHJ,2024-12-10,biennial,30,25.1,0.0433,low,No action — keep monitoring
9036-CSKBW,2024-12-10,annual,51,107.45,0.0428,low,No action — keep monitoring
1543-LLLFT,2024-12-09,annual,61,98.3,0.0424,low,No action — keep monitoring
2320-SLKMB,2024-11-17,monthly,26,44.45,0.0419,low,No action — keep monitoring
9770-KXGQU,2024-12-03,annual,53,98.6,0.0418,low,No action — keep monitoring
7982-VCELR,2024-12-04,monthly,36,94.8,0.0416,low,No action — keep monitoring
9391-LMANN,2024-12-06,annual,53,95.95,0.0415,low,No action — keep monitoring
4102-HLENU,2024-11-12,biennial,67,65.65,0.0411,low,No action — keep monitoring
8204-TIFGJ,2024-11-16,monthly,23,20.3,0.0399,low,No action — keep monitoring
7570-WELNY,2024-12-13,biennial,68,84.7,0.0397,low,No action — keep monitoring
2466-NEJOJ,2024-11-18,monthly,8,19.65,0.0395,low,No action — keep monitoring
3450-WXOAT,2024-12-19,monthly,46,45.2,0.0392,low,No action — keep monitoring
1536-YHDOE,2024-11-28,annual,17,62.1,0.039,low,No action — keep monitoring
7558-IMLMT,2024-12-25,biennial,67,20.8,0.039,low,No action — keep monitoring
1971-DTCZB,2024-12-11,biennial,72,90.95,0.0387,low,No action — keep monitoring
0178-SZBHO,2024-11-22,monthly,47,87.2,0.0383,low,No action — keep monitoring
5275-PMFUT,2024-12-01,biennial,72,64.8,0.0382,low,No action — keep monitoring
4334-HOWRP,2024-11-16,biennial,72,64.95,0.0381,low,No action — keep monitoring
3410-MHHUM,2024-11-28,annual,44,94.4,0.038,low,No action — keep monitoring
4393-OBCRR,2024-11-25,annual,3,20.25,0.0375,low,No action — keep monitoring
1866-NXPSP,2024-11-12,annual,36,75.55,0.0374,low,No action — keep monitoring
7110-BDTWG,2024-12-07,biennial,71,47.05,0.0366,low,No action — keep monitoring
8819-WFGGJ,2024-11-12,biennial,68,54.1,0.0363,low,No action — keep monitoring
9795-SHUHB,2024-11-12,biennial,66,58.2,0.0363,low,No action — keep monitoring
1097-FSPVW,2024-11-18,monthly,42,54.55,0.0363,low,No action — keep monitoring
8883-GRDWQ,2024-12-25,annual,20,54.0,0.0363,low,No action — keep monitoring
8883-ANODQ,2024-11-13,biennial,68,84.4,0.0357,low,No action — keep monitoring
9135-HSWOC,2024-12-29,biennial,64,19.7,0.0352,low,No action — keep monitoring
8430-TWCBX,2024-11-06,annual,49,20.7,0.0349,low,No action — keep monitoring
2316-ESMLS,2024-12-21,annual,12,33.15,0.0349,low,No action — keep monitoring
9236-NDUCW,2024-11-09,biennial,21,35.1,0.0348,low,No action — keep monitoring
2171-UDMFD,2024-12-05,monthly,32,19.45,0.0348,low,No action — keep monitoring
1760-CAZHT,2024-11-11,monthly,25,20.8,0.0345,low,No action — keep monitoring
8809-XKHMD,2024-11-25,biennial,72,100.55,0.0345,low,No action — keep monitoring
1043-UXOVO,2024-12-01,biennial,71,113.15,0.0343,low,No action — keep monitoring
4682-BLBUC,2024-12-24,annual,44,70.95,0.0338,low,No action — keep monitoring
8780-RSYYU,2024-12-17,monthly,25,19.2,0.033,low,No action — keep monitoring
1621-YNCJH,2024-11-10,biennial,36,106.05,0.0327,low,No action — keep monitoring
3283-WCWXT,2024-11-11,biennial,6,25.4,0.0325,low,No action — keep monitoring
8454-AATJP,2024-12-24,biennial,72,115.05,0.032,low,No action — keep monitoring
5781-RFZRP,2024-12-24,biennial,71,73.5,0.0319,low,No action — keep monitoring
2692-AQCPF,2024-11-13,annual,65,108.05,0.0315,low,No action — keep monitoring
5640-CAXOA,2024-11-22,annual,30,40.35,0.0313,low,No action — keep monitoring
2632-TACXW,2024-11-30,biennial,62,23.65,0.0311,low,No action — keep monitoring
2890-WFBHU,2024-12-02,annual,59,79.85,0.0302,low,No action — keep monitoring
6516-NKQBO,2024-11-29,biennial,38,81.0,0.03,low,No action — keep monitoring
0301-FIDRB,2024-12-10,biennial,72,63.8,0.0299,low,No action — keep monitoring
2235-EZAIK,2024-12-26,biennial,72,79.2,0.0298,low,No action — keep monitoring
1722-LDZJS,2024-11-18,annual,53,20.2,0.0291,low,No action — keep monitoring
6352-GIGGQ,2024-11-20,annual,67,88.8,0.0291,low,No action — keep monitoring
1306-RPWXZ,2024-12-23,biennial,49,20.45,0.029,low,No action — keep monitoring
8338-QIUNR,2024-11-12,biennial,72,66.5,0.0288,low,No action — keep monitoring
4806-DXQCE,2024-11-05,biennial,70,113.65,0.0286,low,No action — keep monitoring
7021-XSNYE,2024-11-22,biennial,7,49.65,0.0283,low,No action — keep monitoring
8097-OMULG,2024-11-19,annual,59,76.75,0.0282,low,No action — keep monitoring
1934-MKPXS,2024-11-19,annual,33,20.1,0.028,low,No action — keep monitoring
7107-UBYKY,2024-12-06,monthly,35,25.75,0.028,low,No action — keep monitoring
6100-FJZDG,2024-12-09,annual,26,20.05,0.0279,low,No action — keep monitoring
3740-RLMVT,2024-12-08,annual,67,60.95,0.0277,low,No action — keep monitoring
9610-WCESF,2024-12-09,biennial,67,43.9,0.0274,low,No action — keep monitoring
2817-LVCPP,2024-11-26,biennial,50,19.4,0.0272,low,No action — keep monitoring
0661-KBKPA,2024-12-17,annual,53,78.75,0.0269,low,No action — keep monitoring
6723-CEGQI,2024-11-20,biennial,65,45.25,0.0267,low,No action — keep monitoring
8231-BSWXX,2024-12-13,annual,71,79.05,0.0259,low,No action — keep monitoring
1492-QGCLU,2024-12-30,monthly,53,85.7,0.0255,low,No action — keep monitoring
6061-GWWAV,2024-11-26,annual,41,70.2,0.0254,low,No action — keep monitoring
