customer_id,months_subscribed,monthly_fee,total_spend,plan_type,payment_method,paperless_billing,is_senior,has_partner,has_dependents,addon_services,logins_30d,features_used,open_tickets_30d,days_since_last_interaction,usage_change_pct,snapshot_date,churn_30d
9967-ATRFS,19,19.9,367.55,monthly,Mailed check,0,0,0,0,0,8,5,0,11,31.0,2024-02-06,0
4013-GUXND,1,20.8,20.8,monthly,Mailed check,0,0,0,0,0,22,4,1,0,23.7,2024-02-06,0
8623-ULFNQ,26,66.05,1652.4,monthly,Electronic check,1,1,0,0,2,1,10,4,29,-13.7,2024-02-06,0
4878-BUNFV,42,20.7,828.85,biennial,Mailed check,0,0,1,1,0,15,10,1,1,12.6,2024-02-07,0
0621-JFHOL,10,29.6,299.05,biennial,Mailed check,1,0,0,0,1,17,6,1,12,23.5,2024-02-07,0
3800-LYTRK,14,55.7,795.15,annual,Mailed check,0,0,0,0,2,27,5,2,1,-7.9,2024-02-07,0
2041-JIJCI,5,64.0,370.25,monthly,Electronic check,1,0,0,0,2,8,8,4,6,29.2,2024-02-07,0
5955-ERIHD,18,94.7,1687.95,monthly,Electronic check,1,0,1,0,2,14,5,0,5,-44.4,2024-02-07,1
7073-QETQY,66,20.35,1359.5,annual,Electronic check,1,0,1,1,0,20,5,0,2,22.7,2024-02-07,0
5240-CAOYT,57,87.55,4884.85,monthly,Bank transfer (automatic),1,0,0,0,3,20,8,0,11,-19.7,2024-02-07,0
1898-JSNDC,39,58.6,2224.5,annual,Credit card (automatic),1,0,0,0,2,28,5,1,0,-12.0,2024-02-07,0
1707-HABPF,46,91.3,4126.35,annual,Bank transfer (automatic),1,1,0,0,3,0,9,1,0,-16.6,2024-02-07,0
8189-XRIKE,32,90.95,2897.95,monthly,Electronic check,0,1,0,0,2,1,4,1,2,-35.8,2024-02-07,0
2863-IMQDR,61,89.65,5308.7,biennial,Electronic check,0,0,0,0,6,15,6,1,10,-27.1,2024-02-07,0
9031-ZVQPT,72,108.2,7840.6,biennial,Electronic check,1,0,1,0,5,25,6,2,0,-77.1,2024-02-08,0
0536-ESJEP,54,74.55,4191.45,biennial,Bank transfer (automatic),1,0,1,0,4,8,6,0,12,-9.4,2024-02-08,0
2007-QVGAW,68,19.35,1292.65,biennial,Bank transfer (automatic),1,0,1,1,0,19,4,0,1,32.8,2024-02-08,0
8292-ITGYJ,45,24.65,1138.8,biennial,Bank transfer (automatic),1,0,1,1,0,17,5,2,3,13.5,2024-02-08,0
1600-DILPE,12,45.0,524.35,monthly,Bank transfer (automatic),1,0,0,0,0,24,4,0,3,-16.2,2024-02-08,0
6418-PIQSP,62,81.0,4985.9,biennial,Mailed check,0,0,1,0,5,5,6,0,11,2.9,2024-02-08,0
9058-MJLZC,24,94.6,2283.15,monthly,Electronic check,1,0,0,0,3,16,8,1,12,-8.4,2024-02-08,0
1853-ARAAQ,26,50.35,1277.5,monthly,Credit card (automatic),1,0,0,0,3,12,10,0,20,-53.6,2024-02-08,0
2924-KHUVI,56,100.55,5514.95,annual,Electronic check,1,0,1,0,3,29,7,0,0,-12.6,2024-02-08,0
6621-YOBKI,5,20.35,92.75,monthly,Mailed check,0,0,0,0,0,11,7,0,17,-12.3,2024-02-08,0
0679-TDGAK,50,75.5,4025.6,annual,Electronic check,0,0,1,1,4,20,6,1,7,8.1,2024-02-08,0
6340-DACFT,50,20.55,1070.25,biennial,Credit card (automatic),0,0,1,1,0,17,0,1,6,8.9,2024-02-08,0
8039-ACLPL,72,68.75,4888.2,biennial,Credit card (automatic),0,0,1,1,4,19,7,0,21,15.5,2024-02-08,0
8734-DKSTZ,10,85.95,858.6,monthly,Electronic check,0,0,1,1,1,32,6,0,0,6.7,2024-02-08,0
1028-FFNJK,30,101.5,2917.65,monthly,Electronic check,1,1,1,0,3,13,2,0,11,-14.6,2024-02-08,0
9000-PLFUZ,60,49.45,2907.55,biennial,Credit card (automatic),1,1,1,0,3,23,7,1,0,6.8,2024-02-08,0
3255-GRXMG,18,45.65,747.2,monthly,Credit card (automatic),1,0,0,1,0,20,5,0,21,19.7,2024-02-08,0
2824-MYYBN,37,95.25,3314.15,monthly,Electronic check,1,0,1,1,2,14,5,0,0,-24.7,2024-02-08,0
5312-IRCFR,64,92.85,5980.75,annual,Electronic check,1,0,1,1,3,17,3,0,0,42.3,2024-02-08,0
6738-ISCBM,44,54.0,2440.25,annual,Electronic check,1,0,0,0,4,11,6,0,3,1.8,2024-02-09,0
5774-XZTQC,7,20.45,150.75,monthly,Mailed check,0,0,1,1,0,12,3,1,7,26.6,2024-02-09,0
7449-HVPIV,55,90.4,5099.15,monthly,Credit card (automatic),1,0,1,1,2,8,1,2,15,41.1,2024-02-09,0
4310-KEDTB,26,29.8,786.5,monthly,Mailed check,1,0,0,1,1,12,10,2,10,5.4,2024-02-09,0
4821-WQOYN,72,20.1,1326.25,biennial,Credit card (automatic),1,0,1,1,0,13,5,0,13,-21.6,2024-02-09,0
6339-TBELP,71,86.4,6172.0,biennial,Credit card (automatic),1,0,0,0,2,11,5,1,12,3.4,2024-02-09,0
4193-IBKSW,72,24.75,1769.6,biennial,Bank transfer (automatic),0,0,1,1,0,15,9,1,15,-8.1,2024-02-09,0
9938-TKDGL,68,99.55,6668.0,biennial,Electronic check,1,0,1,1,4,13,2,0,8,34.3,2024-02-09,0
6285-FTQBF,72,25.55,1867.7,biennial,Credit card (automatic),0,0,1,1,0,0,3,1,7,-15.4,2024-02-09,0
0440-UEDAI,53,94.45,5042.75,annual,Credit card (automatic),1,0,0,0,4,9,4,0,23,14.8,2024-02-09,0
8058-DMYRU,54,90.05,4931.8,monthly,Electronic check,1,1,0,0,2,15,5,1,16,3.9,2024-02-09,0
9796-MVYXX,14,39.7,692.35,biennial,Mailed check,0,1,0,0,3,13,10,0,13,-11.4,2024-02-09,0
5649-RXQTV,51,99.0,5038.15,monthly,Electronic check,1,0,0,0,4,12,7,0,5,-10.2,2024-02-09,0
8219-VYBVI,39,25.0,1004.35,biennial,Mailed check,0,0,0,1,0,6,3,0,6,-3.9,2024-02-10,0
2898-MRKPI,68,101.05,6770.5,annual,Credit card (automatic),1,0,1,1,3,1,5,1,2,22.3,2024-02-10,0
1230-QAJDW,3,65.25,209.9,monthly,Mailed check,1,0,0,0,2,16,4,2,9,-18.6,2024-02-10,0
5743-KHMNA,71,25.55,1898.1,biennial,Bank transfer (automatic),0,0,0,0,0,8,7,1,4,-19.2,2024-02-10,0
3301-LSLWQ,29,66.1,1912.15,monthly,Electronic check,1,0,0,0,2,15,5,2,3,-6.7,2024-02-10,0
9919-KNPOO,21,94.3,1948.35,monthly,Electronic check,1,0,1,0,2,24,4,4,4,-3.8,2024-02-10,0
9445-ZUEQE,27,85.2,2151.6,monthly,Credit card (automatic),1,0,1,1,2,17,3,1,13,-26.3,2024-02-10,0
6621-NRZAK,63,20.0,1209.25,biennial,Credit card (automatic),0,0,1,1,0,18,10,1,6,18.4,2024-02-10,0
7552-KEYGT,27,19.55,520.55,biennial,Bank transfer (automatic),0,0,1,0,0,23,6,0,8,8.2,2024-02-10,0
2478-EEWWM,59,44.3,2666.75,monthly,Electronic check,1,0,1,0,2,7,9,0,9,13.0,2024-02-10,0
0268-QKIWO,3,19.75,58.85,monthly,Electronic check,0,0,0,0,0,18,0,0,15,2.2,2024-02-10,1
6719-OXYBR,15,85.3,1219.85,monthly,Electronic check,0,0,0,0,2,25,5,3,14,39.9,2024-02-10,0
7017-VFHAY,61,115.1,7008.15,biennial,Credit card (automatic),0,0,1,1,6,19,7,0,8,-19.9,2024-02-10,0
8676-OOQEJ,4,30.5,118.4,monthly,Electronic check,0,0,0,0,1,16,4,0,0,-2.2,2024-02-10,0
8199-ZLLSA,67,118.35,7804.15,annual,Bank transfer (automatic),1,0,0,0,6,25,2,1,36,0.0,2024-02-10,1
7968-QUXNS,6,18.95,110.15,monthly,Mailed check,0,0,0,0,0,13,4,2,6,-1.8,2024-02-10,0
7663-CUXZB,59,113.75,6561.25,biennial,Electronic check,0,0,1,0,6,25,8,0,5,13.9,2024-02-10,0
5451-MHQOF,56,24.45,1431.65,annual,Mailed check,1,0,1,1,0,16,6,0,0,34.3,2024-02-10,0
0810-BDHAW,24,78.4,1832.4,annual,Electronic check,0,0,1,1,4,12,3,2,31,-4.3,2024-02-10,0
2057-BOYKM,72,96.6,6827.5,biennial,Bank transfer (automatic),1,1,1,0,4,20,4,0,8,38.6,2024-02-10,0
9548-LERKT,24,19.75,483.15,biennial,Mailed check,0,0,1,0,0,3,2,0,13,-30.3,2024-02-11,0
9297-FVVDH,57,84.5,4845.4,biennial,Electronic check,1,0,1,1,5,14,4,0,26,11.1,2024-02-11,0
5628-RKIFK,49,101.55,5070.4,monthly,Credit card (automatic),0,1,0,0,3,12,8,1,0,24.8,2024-02-11,0
2333-KWEWW,18,20.05,388.6,biennial,Credit card (automatic),0,0,0,0,0,10,9,1,24,-21.4,2024-02-11,0
0667-NSRGI,48,69.55,3435.6,annual,Mailed check,1,0,1,0,3,10,4,1,2,-26.8,2024-02-11,0
7037-MTYVW,38,85.4,3297.0,biennial,Bank transfer (automatic),1,0,1,1,5,21,5,1,0,12.4,2024-02-11,0
3262-EIDHV,72,84.7,5893.9,biennial,Credit card (automatic),0,0,1,1,5,14,0,2,7,24.5,2024-02-11,0
2823-LKABH,18,95.05,1679.4,monthly,Bank transfer (automatic),1,0,0,0,3,20,4,0,0,19.4,2024-02-11,0
6383-ZTSIW,39,99.1,3877.95,annual,Mailed check,0,1,1,0,4,0,3,2,45,-27.1,2024-02-11,0
9506-UXUSK,13,70.15,931.75,monthly,Electronic check,1,0,0,0,0,12,10,0,28,37.0,2024-02-11,0
3186-AJIEK,66,105.65,6844.5,biennial,Bank transfer (automatic),1,0,0,0,5,0,5,2,7,32.4,2024-02-11,0
2023-VQFDL,18,19.0,348.8,monthly,Electronic check,0,0,0,0,0,24,7,0,10,20.7,2024-02-11,0
7463-IFMQU,72,20.05,1423.65,biennial,Bank transfer (automatic),0,0,1,0,0,2,6,1,8,31.8,2024-02-11,0
1927-QEWMY,72,20.5,1502.25,biennial,Credit card (automatic),0,0,1,0,0,16,7,1,8,-0.8,2024-02-11,0
8930-XOTDP,18,55.95,1082.8,monthly,Mailed check,0,0,1,1,1,9,2,0,24,-11.6,2024-02-11,0
6925-BAYGL,53,25.1,1275.6,biennial,Credit card (automatic),0,1,1,0,0,10,5,0,22,29.6,2024-02-11,0
3088-LHEFH,11,79.0,929.3,monthly,Bank transfer (automatic),1,0,0,0,1,16,4,0,0,-27.8,2024-02-11,0
3745-HRPHI,66,54.65,3632.0,biennial,Bank transfer (automatic),0,0,1,1,4,6,2,0,0,-8.9,2024-02-11,0
5995-WWKKG,37,19.8,695.05,annual,Electronic check,1,0,0,0,0,25,6,0,0,15.5,2024-02-11,0
8044-BGWPI,12,21.15,306.05,monthly,Electronic check,1,0,1,1,0,12,9,1,9,24.4,2024-02-12,0
0366-NQSHS,2,19.35,46.35,monthly,Mailed check,0,0,0,0,0,20,6,0,13,-12.6,2024-02-12,0
2792-VPPET,3,20.5,76.95,monthly,Electronic check,1,0,0,0,0,11,7,0,10,-5.3,2024-02-12,0
6620-JDYNW,18,60.6,1156.35,monthly,Mailed check,1,0,0,0,2,9,4,0,20,-25.4,2024-02-12,0
5501-TVMGM,1,55.25,55.25,monthly,Electronic check,1,0,0,0,1,8,10,1,11,37.7,2024-02-12,0
5924-SNGKP,41,20.25,865.0,annual,Credit card (automatic),1,0,0,1,0,16,5,0,5,2.5,2024-02-12,0
2455-USLMV,31,84.75,2613.4,monthly,Credit card (automatic),1,0,0,0,2,16,5,0,15,-0.1,2024-02-12,0
6629-LADHQ,2,50.95,123.05,monthly,Mailed check,0,0,0,0,1,29,7,0,11,-3.2,2024-02-12,0
4522-AKYLR,13,54.8,731.3,monthly,Electronic check,1,1,0,0,2,21,5,1,13,-6.7,2024-02-12,0
5183-KLYEM,72,112.75,8192.6,biennial,Credit card (automatic),1,0,0,0,6,13,5,0,19,27.8,2024-02-12,0
1506-YJTYT,45,73.85,3371.0,biennial,Credit card (automatic),0,0,1,1,4,25,7,0,6,15.7,2024-02-12,0
2162-FRZAA,63,39.35,2395.05,biennial,Bank transfer (automatic),0,0,1,1,3,22,10,1,0,25.5,2024-02-12,0
6818-DJXAA,10,91.1,964.35,monthly,Electronic check,1,0,0,1,3,22,8,0,15,23.6,2024-02-12,0
3935-TBRZZ,44,25.7,1110.5,annual,Mailed check,0,0,1,1,0,2,4,0,29,-4.3,2024-02-12,0
5981-ZVXOT,35,108.35,3726.15,annual,Electronic check,1,1,0,0,5,14,5,0,9,-12.6,2024-02-13,0
6432-TWQLB,5,85.4,401.1,monthly,Electronic check,1,0,1,0,2,10,8,1,16,-27.1,2024-02-13,1
5847-MXBEO,22,20.3,475.1,annual,Mailed check,0,0,0,0,0,21,3,3,37,8.7,2024-02-13,0
5060-TQUQN,30,83.55,2570.2,monthly,Bank transfer (automatic),1,0,1,1,2,8,6,0,5,11.5,2024-02-13,0
5917-RYRMG,32,19.8,587.7,annual,Credit card (automatic),0,1,0,0,0,14,5,0,15,-24.6,2024-02-13,0
9822-BIIGN,53,71.85,3827.9,monthly,Electronic check,0,0,1,1,3,21,4,1,10,12.5,2024-02-13,0
7148-XZPHA,55,79.4,4238.45,monthly,Electronic check,0,0,1,1,2,0,6,0,9,28.1,2024-02-13,0
5546-QUERU,13,19.95,257.0,annual,Mailed check,1,0,0,0,0,27,3,1,8,10.4,2024-02-13,0
8100-PNJMH,68,88.85,6132.7,biennial,Credit card (automatic),1,0,1,1,6,29,8,0,8,-22.2,2024-02-13,0
0103-CSITQ,57,109.4,6252.7,annual,Bank transfer (automatic),1,0,1,0,5,6,5,0,2,-14.3,2024-02-13,0
8224-DWCKX,12,73.3,828.05,monthly,Credit card (automatic),1,1,0,0,0,15,7,0,10,-23.2,2024-02-13,0
3372-CDXFJ,13,24.5,343.6,annual,Bank transfer (automatic),0,0,1,1,0,14,5,0,10,-0.8,2024-02-13,0
6901-GOGZG,60,84.95,4984.85,biennial,Electronic check,1,0,0,1,5,22,7,0,20,-19.5,2024-02-13,0
7928-VJYAB,11,90.6,1020.2,monthly,Electronic check,0,0,1,1,2,19,7,0,16,-8.3,2024-02-13,0
5144-TVGLP,38,94.75,3653.0,monthly,Electronic check,0,1,0,0,2,16,8,0,7,-3.1,2024-02-14,0
1627-AFWVJ,29,19.4,554.25,biennial,Mailed check,0,0,0,0,0,20,5,1,0,-0.1,2024-02-14,0
3320-VEOYC,14,95.6,1273.3,monthly,Electronic check,1,1,0,0,2,23,6,2,2,-0.5,2024-02-14,0
9227-YBAXE,65,82.5,5215.1,biennial,Bank transfer (automatic),1,0,1,1,5,7,7,0,6,9.5,2024-02-14,0
3889-VWBID,68,82.85,5776.45,biennial,Bank transfer (automatic),0,0,1,1,5,7,10,0,10,-29.0,2024-02-14,0
5180-UCIIQ,22,40.05,880.2,monthly,Mailed check,0,1,1,1,2,6,4,1,3,-29.6,2024-02-14,1
5825-XJOCM,48,64.4,3035.35,annual,Bank transfer (automatic),1,0,0,1,3,20,5,0,16,20.9,2024-02-14,0
6551-GNYDG,14,80.9,1152.8,monthly,Bank transfer (automatic),1,0,1,1,1,10,6,1,0,0.9,2024-02-14,0
5461-QKNTN,43,94.3,3953.15,monthly,Electronic check,1,1,1,0,3,21,10,0,7,20.4,2024-02-14,0
6265-SXWBU,69,95.75,6511.25,annual,Credit card (automatic),0,0,1,1,3,9,8,0,7,14.0,2024-02-14,0
5837-LXSDN,21,58.85,1215.45,annual,Credit card (automatic),1,0,1,1,2,13,5,0,0,12.3,2024-02-14,0
5032-USPKF,38,84.1,3187.65,annual,Bank transfer (automatic),0,0,0,0,5,31,7,0,3,31.6,2024-02-14,0
1877-HKBQX,11,54.6,617.85,annual,Mailed check,1,0,0,0,2,28,8,0,10,-12.3,2024-02-14,0
4900-MSOMT,72,80.2,5714.2,biennial,Bank transfer (automatic),0,0,1,1,5,16,7,2,16,13.5,2024-02-14,0
5356-CSVSQ,3,64.6,174.2,monthly,Electronic check,0,0,0,0,2,26,9,0,7,-31.8,2024-02-14,0
6131-FOYAS,35,59.6,2094.9,monthly,Electronic check,1,0,0,0,2,23,1,2,16,35.9,2024-02-14,0
4277-BWBML,72,19.95,1322.85,biennial,Bank transfer (automatic),0,0,1,1,0,27,6,0,17,-12.2,2024-02-14,0
2878-RMWXY,72,102.65,7550.3,biennial,Credit card (automatic),1,1,1,0,4,4,4,0,6,20.7,2024-02-14,0
0021-IKXGC,1,72.1,72.1,monthly,Electronic check,1,1,0,0,0,18,9,1,21,-17.0,2024-02-14,0
9224-VTYID,47,90.5,4318.35,biennial,Mailed check,1,0,1,1,6,27,5,1,18,34.8,2024-02-15,0
2207-RYYRL,52,24.55,1331.05,biennial,Mailed check,0,0,1,1,0,24,9,2,16,-9.2,2024-02-15,0
5614-DNZCE,58,64.9,3795.45,biennial,Credit card (automatic),1,0,0,0,4,18,9,2,17,15.0,2024-02-15,0
1166-PQLGG,72,19.55,1463.45,biennial,Bank transfer (automatic),0,0,1,1,0,13,7,0,6,18.9,2024-02-15,0
9128-CPXKI,59,95.8,5655.45,biennial,Electronic check,0,0,0,0,3,25,8,0,14,59.1,2024-02-15,0
6510-UPNKS,23,24.8,615.35,annual,Credit card (automatic),0,0,0,0,0,7,7,0,44,-0.8,2024-02-15,0
2001-MCUUW,46,108.65,4903.2,biennial,Electronic check,0,0,0,0,5,0,9,0,0,2.3,2024-02-15,0
1096-ADRUX,66,74.25,4859.25,annual,Bank transfer (automatic),1,0,1,1,0,16,8,2,5,7.3,2024-02-15,0
7576-ASEJU,41,74.7,3187.65,annual,Credit card (automatic),1,0,1,1,4,39,5,2,19,-0.5,2024-02-15,0
2055-SIFSS,55,51.65,2838.55,monthly,Bank transfer (automatic),0,1,1,0,0,15,5,0,0,-44.0,2024-02-15,0
7164-BPTUT,57,89.55,5012.35,biennial,Mailed check,0,0,0,1,6,15,3,0,2,-6.8,2024-02-15,0
0106-UGRDO,69,116.0,8182.85,biennial,Electronic check,1,0,1,0,6,18,5,0,7,6.2,2024-02-15,0
1564-HJUVY,4,63.75,226.2,monthly,Bank transfer (automatic),1,0,0,0,3,20,4,0,14,-49.6,2024-02-15,0
5365-LLFYV,2,45.85,105.6,monthly,Mailed check,1,0,0,0,0,23,5,0,7,13.4,2024-02-15,0
4623-ZKHLY,22,20.45,471.55,monthly,Bank transfer (automatic),1,0,1,0,0,25,8,0,4,31.6,2024-02-15,0
7129-ACFOG,5,53.8,283.95,monthly,Electronic check,1,0,0,0,1,30,7,0,3,-8.5,2024-02-15,0
5119-KEPFY,36,95.0,3440.25,monthly,Bank transfer (automatic),1,0,1,0,2,26,8,1,4,-41.7,2024-02-15,0
7089-XXAYG,25,38.1,970.4,annual,Credit card (automatic),1,0,1,0,2,14,9,0,2,5.4,2024-02-15,0
3327-YBAKM,64,96.9,6314.35,annual,Mailed check,1,0,1,0,4,13,7,1,4,16.8,2024-02-16,0
5130-YPIRV,62,72.0,4284.2,biennial,Credit card (automatic),1,0,1,0,4,22,7,3,4,-5.3,2024-02-16,0
7064-FRRSW,48,99.0,4744.35,annual,Electronic check,1,1,0,0,3,20,7,0,0,31.5,2024-02-16,0
0082-OQIQY,29,94.2,2607.6,monthly,Electronic check,1,0,0,0,3,17,5,0,2,3.1,2024-02-16,0
7608-RGIRO,62,24.4,1413.0,biennial,Mailed check,1,0,0,1,0,25,5,1,18,41.0,2024-02-16,0
0625-AFOHS,29,20.2,558.8,biennial,Mailed check,0,0,1,1,0,13,0,1,12,9.8,2024-02-16,0
0018-NYROU,5,68.95,351.5,monthly,Electronic check,1,0,1,0,0,18,5,1,13,3.6,2024-02-16,0
0756-MPZRL,46,33.7,1537.85,annual,Credit card (automatic),0,0,0,0,2,19,5,0,16,23.4,2024-02-16,0
6885-PKOAM,71,85.75,6223.8,biennial,Credit card (automatic),0,0,1,0,6,16,10,2,13,-14.9,2024-02-16,0
2672-TGEFF,37,88.8,3340.55,monthly,Electronic check,1,0,1,1,2,10,6,1,12,-10.4,2024-02-16,0
2388-LAESQ,72,114.85,8317.95,biennial,Bank transfer (automatic),1,1,1,0,6,12,4,0,0,-4.8,2024-02-16,0
5197-PYEPU,42,94.45,3923.8,annual,Credit card (automatic),1,0,1,1,3,16,8,0,8,-33.8,2024-02-16,0
7048-GXDAY,39,106.4,4040.65,monthly,Electronic check,1,0,0,0,4,16,5,0,15,-6.2,2024-02-16,0
3261-CQXOL,71,25.45,1813.35,biennial,Bank transfer (automatic),0,0,1,1,0,19,0,0,1,50.3,2024-02-17,0
6695-FRVEC,67,60.4,3953.7,biennial,Bank transfer (automatic),1,0,1,1,3,7,5,1,9,-6.2,2024-02-17,0
2081-VEYEH,3,107.95,318.6,monthly,Electronic check,1,0,0,0,5,25,5,0,0,1.6,2024-02-17,0
3724-UCSHY,6,19.55,122.9,monthly,Mailed check,0,0,1,1,0,20,7,0,1,-2.9,2024-02-17,0
3351-NGXYI,16,54.1,889.0,monthly,Electronic check,1,1,0,0,1,13,7,1,0,3.8,2024-02-17,0
5514-YQENT,41,111.15,4507.15,biennial,Electronic check,1,0,0,1,6,25,4,0,0,22.7,2024-02-17,0
6416-JNVRK,46,55.65,2688.85,annual,Credit card (automatic),0,0,0,0,1,11,3,1,6,2.6,2024-02-17,0
8064-RAVOH,1,49.85,49.85,monthly,Electronic check,1,0,0,1,1,14,3,0,18,36.6,2024-02-17,0
9823-EALYC,72,80.85,5727.45,biennial,Bank transfer (automatic),1,0,1,1,5,17,6,1,17,-12.1,2024-02-17,0
6050-FFXES,69,105.35,7240.65,biennial,Bank transfer (automatic),0,0,1,0,4,9,10,0,9,-6.8,2024-02-17,0
7129-CAKJW,17,80.05,1345.65,monthly,Bank transfer (automatic),0,0,0,0,1,15,5,0,5,-26.9,2024-02-17,0
2669-QVCRG,41,81.3,3190.65,monthly,Credit card (automatic),1,0,0,0,1,15,6,1,9,-32.8,2024-02-17,0
9975-SKRNR,1,18.9,18.9,monthly,Mailed check,0,0,0,0,0,22,8,0,7,-6.0,2024-02-18,0
4001-TSBTV,58,91.55,5511.65,monthly,Electronic check,1,0,1,1,3,25,9,1,16,-19.5,2024-02-18,0
6135-OZQVA,7,53.65,404.35,monthly,Electronic check,1,0,0,0,1,12,8,1,21,49.7,2024-02-18,0
5481-NTDOH,67,107.05,7142.5,annual,Credit card (automatic),1,1,1,0,4,12,9,0,20,21.7,2024-02-18,0
0684-AOSIH,1,95.0,95.0,monthly,Electronic check,1,0,1,0,3,24,3,0,35,-35.4,2024-02-18,1
3096-JRDSO,27,104.3,2867.75,monthly,Bank transfer (automatic),1,1,1,0,4,12,4,1,25,-11.5,2024-02-18,1
0308-IVGOK,11,40.4,422.6,annual,Credit card (automatic),1,0,0,0,3,37,7,2,1,-39.2,2024-02-18,0
7080-TNUWP,70,95.0,6602.9,annual,Bank transfer (automatic),1,0,1,0,3,0,9,0,13,-18.2,2024-02-18,0
8564-LDKFL,40,106.0,4178.65,annual,Bank transfer (automatic),1,0,1,0,4,23,4,1,10,9.6,2024-02-18,0
2826-UWHIS,45,81.4,3775.85,monthly,Bank transfer (automatic),0,0,1,0,1,20,7,0,8,1.5,2024-02-18,0
9885-AIBVB,29,85.8,2440.25,monthly,Electronic check,1,0,1,0,2,15,6,0,0,21.4,2024-02-18,0
7945-PRBVF,35,21.45,705.45,biennial,Bank transfer (automatic),0,0,0,0,0,5,5,0,7,-22.2,2024-02-18,0
0326-VDYXE,70,97.65,6982.5,annual,Electronic check,1,0,1,0,3,27,6,2,8,5.1,2024-02-18,0
5392-AKEMH,12,45.05,523.1,monthly,Electronic check,1,0,0,0,0,12,9,0,0,-11.4,2024-02-18,0
4365-MSDYN,8,19.55,161.15,monthly,Bank transfer (automatic),1,0,1,0,0,18,4,0,3,-15.3,2024-02-18,0
8024-XNAFQ,72,107.4,7748.75,biennial,Bank transfer (automatic),1,1,0,0,5,4,1,0,40,1.6,2024-02-19,0
2380-DAMQP,72,115.15,8349.7,biennial,Electronic check,0,0,1,0,6,15,8,0,11,-6.7,2024-02-19,0
0771-CHWSK,66,74.6,4798.4,biennial,Credit card (automatic),1,0,0,0,4,23,8,0,0,-37.7,2024-02-19,0
4213-HKBJO,33,25.7,826.1,biennial,Credit card (automatic),0,0,0,0,0,14,6,0,9,-4.4,2024-02-19,0
7351-MHQVU,6,50.95,307.6,monthly,Credit card (automatic),0,0,0,0,4,11,10,1,1,-9.9,2024-02-19,0
1403-LKLIK,33,20.1,579.4,annual,Mailed check,0,0,1,1,0,19,9,1,12,-24.8,2024-02-20,0
4955-VCWBI,43,20.0,817.95,annual,Mailed check,0,0,1,1,0,10,7,0,8,2.9,2024-02-20,0
7892-QVYKW,23,85.6,1868.4,monthly,Electronic check,0,0,1,1,1,17,7,0,0,35.9,2024-02-20,0
7235-NXZCP,2,74.85,156.4,monthly,Mailed check,1,1,0,0,0,7,3,2,19,-28.8,2024-02-20,1
4475-NVTLU,45,19.2,903.7,biennial,Electronic check,0,0,1,1,0,15,9,0,10,28.6,2024-02-20,0
4782-OSFXZ,71,82.7,5831.2,biennial,Bank transfer (automatic),1,1,1,0,5,7,7,0,0,16.5,2024-02-20,0
9323-HGFWY,27,101.9,2681.15,annual,Credit card (automatic),1,0,1,0,4,16,9,0,15,1.7,2024-02-20,0
8091-TTVAX,58,100.35,5681.1,annual,Credit card (automatic),0,0,1,0,3,30,7,0,0,4.5,2024-02-20,0
1942-OQFRW,1,44.0,44.0,monthly,Electronic check,0,0,0,0,0,19,1,1,0,1.7,2024-02-20,0
5370-IIVVL,37,104.5,3778.0,annual,Credit card (automatic),1,0,0,0,4,23,7,0,2,-15.9,2024-02-20,0
0224-RLWWD,2,44.3,89.3,monthly,Electronic check,1,1,0,0,0,12,10,0,16,-44.3,2024-02-20,0
6177-PEVRA,48,55.5,2627.35,biennial,Credit card (automatic),0,0,0,0,2,21,3,1,8,13.2,2024-02-20,0
3331-HQDTW,34,109.8,3587.25,monthly,Mailed check,1,0,0,0,5,1,1,4,30,-14.1,2024-02-21,1
4584-LBNMK,45,24.7,1174.35,annual,Credit card (automatic),0,1,1,0,0,13,7,0,6,9.1,2024-02-21,0
4922-CVPDX,26,73.5,1905.7,biennial,Credit card (automatic),1,0,1,0,4,13,9,1,7,16.0,2024-02-21,0
5222-IMUKT,32,91.05,2871.5,monthly,Electronic check,0,0,0,0,2,6,10,0,19,-5.8,2024-02-21,0
5574-NXZIU,63,109.2,7049.75,biennial,Credit card (automatic),0,0,0,0,6,3,2,1,7,-50.1,2024-02-21,0
7564-GHCVB,72,79.05,5730.7,biennial,Bank transfer (automatic),0,0,1,1,1,12,10,0,15,-32.2,2024-02-21,0
4115-UMJFQ,69,35.75,2492.25,annual,Bank transfer (automatic),1,0,0,0,2,23,10,1,10,-6.7,2024-02-21,0
8328-SKJNO,23,40.65,947.4,annual,Bank transfer (automatic),0,0,0,1,3,26,3,0,22,3.6,2024-02-21,0
0682-USIXD,21,86.05,1818.9,monthly,Electronic check,1,0,1,0,2,8,4,1,6,-1.4,2024-02-21,0
1904-WAJAA,24,64.35,1558.65,biennial,Electronic check,0,0,1,1,3,16,2,0,7,7.6,2024-02-21,0
5266-PFRQK,52,20.85,1071.6,annual,Credit card (automatic),1,0,1,1,0,27,7,0,11,62.3,2024-02-21,0
1750-CSKKM,9,55.35,449.75,monthly,Electronic check,0,0,0,1,1,11,4,2,20,-40.8,2024-02-21,1
3466-RITXD,26,92.4,2349.8,monthly,Credit card (automatic),1,0,0,0,3,28,8,1,12,22.0,2024-02-22,0
0324-BRPCJ,68,100.2,6851.65,monthly,Electronic check,1,1,1,0,3,20,6,0,26,-1.1,2024-02-22,1
